month,location,damage_type,damage_cost,damage_reduction_pct,reduced_damage_cost
3.0,"(8, 2)",Erosion,0.0,0.2317,0.0
3.0,"(8, 2)",Erosion,0.0,0.6057,0.0
3.0,"(8, 2)",Erosion,0.0,0.7287,0.0
3.0,"(8, 2)",Erosion,0.0,0.3121,0.0
3.0,"(8, 2)",Erosion,0.0,0.3683,0.0
3.0,"(8, 2)",Erosion,0.0,0.3494,0.0
3.0,"(8, 2)",Erosion,0.0,0.653,0.0
3.0,"(8, 3)",Erosion,0.0,0.4357,0.0
3.0,"(8, 3)",Erosion,0.0,0.188,0.0
3.0,"(8, 3)",Erosion,0.0,0.6846,0.0
3.0,"(8, 3)",Erosion,0.0,0.7293,0.0
3.0,"(8, 3)",Erosion,0.0,0.3889,0.0
3.0,"(8, 3)",Erosion,0.0,0.4201,0.0
3.0,"(8, 3)",Erosion,0.0,0.3864,0.0
3.0,"(8, 3)",Erosion,0.0,0.428,0.0
3.0,"(8, 3)",Erosion,0.0,0.6367,0.0
3.0,"(8, 3)",Erosion,0.0,0.2317,0.0
3.0,"(8, 3)",Erosion,0.0,0.6057,0.0
3.0,"(8, 3)",Erosion,0.0,0.7287,0.0
3.0,"(8, 3)",Erosion,0.0,0.3121,0.0
3.0,"(8, 3)",Erosion,0.0,0.3683,0.0
3.0,"(8, 3)",Erosion,0.0,0.3494,0.0
3.0,"(8, 3)",Erosion,0.0,0.653,0.0
3.0,"(8, 4)",Erosion,0.0,0.4357,0.0
3.0,"(8, 4)",Erosion,0.0,0.188,0.0
3.0,"(8, 4)",Erosion,0.0,0.6846,0.0
3.0,"(8, 4)",Erosion,0.0,0.7293,0.0
3.0,"(8, 4)",Erosion,0.0,0.3889,0.0
3.0,"(8, 4)",Erosion,0.0,0.4201,0.0
3.0,"(8, 4)",Erosion,0.0,0.3864,0.0
3.0,"(8, 4)",Erosion,0.0,0.428,0.0
3.0,"(8, 4)",Erosion,0.0,0.6367,0.0
3.0,"(8, 4)",Erosion,0.0,0.2317,0.0
3.0,"(8, 4)",Erosion,0.0,0.6057,0.0
3.0,"(8, 4)",Erosion,0.0,0.7287,0.0
3.0,"(8, 4)",Erosion,0.0,0.3121,0.0
3.0,"(8, 4)",Erosion,0.0,0.3683,0.0
3.0,"(8, 4)",Erosion,0.0,0.3494,0.0
3.0,"(8, 4)",Erosion,0.0,0.653,0.0
3.0,"(8, 5)",Erosion,2783834.0,0.4357,2771704.835262
3.0,"(8, 5)",Erosion,2783834.0,0.188,2778600.39208
3.0,"(8, 5)",Erosion,2783834.0,0.6846,2764775.872436
3.0,"(8, 5)",Erosion,2783834.0,0.7293,2763531.498638
3.0,"(8, 5)",Erosion,2783834.0,0.3889,2773007.669574
3.0,"(8, 5)",Erosion,2783834.0,0.4201,2772139.113366
3.0,"(8, 5)",Erosion,2783834.0,0.3864,2773077.265424
3.0,"(8, 5)",Erosion,2783834.0,0.428,2771919.1904800003
3.0,"(8, 5)",Erosion,2783834.0,0.6367,2766109.328922
3.0,"(8, 5)",Erosion,2783834.0,0.2317,2777383.8566219998
3.0,"(8, 5)",Erosion,2783834.0,0.6057,2766972.317462
3.0,"(8, 5)",Erosion,2783834.0,0.7287,2763548.2016419997
3.0,"(8, 5)",Erosion,2783834.0,0.3121,2775145.654086
3.0,"(8, 5)",Erosion,2783834.0,0.3683,2773581.139378
3.0,"(8, 5)",Erosion,2783834.0,0.3494,2774107.284004
3.0,"(8, 5)",Erosion,2783834.0,0.653,2765655.56398
3.0,"(8, 6)",Erosion,2949948.0,0.4357,2937095.076564
3.0,"(8, 6)",Erosion,2949948.0,0.188,2944402.09776
3.0,"(8, 6)",Erosion,2949948.0,0.6846,2929752.655992
3.0,"(8, 6)",Erosion,2949948.0,0.7293,2928434.029236
3.0,"(8, 6)",Erosion,2949948.0,0.3889,2938475.652228
3.0,"(8, 6)",Erosion,2949948.0,0.4201,2937555.268452
3.0,"(8, 6)",Erosion,2949948.0,0.3864,2938549.400928
3.0,"(8, 6)",Erosion,2949948.0,0.428,2937322.22256
3.0,"(8, 6)",Erosion,2949948.0,0.6367,2931165.681084
3.0,"(8, 6)",Erosion,2949948.0,0.2317,2943112.970484
3.0,"(8, 6)",Erosion,2949948.0,0.6057,2932080.164964
3.0,"(8, 6)",Erosion,2949948.0,0.7287,2928451.7289239997
3.0,"(8, 6)",Erosion,2949948.0,0.3121,2940741.2122919997
3.0,"(8, 6)",Erosion,2949948.0,0.3683,2939083.341516
3.0,"(8, 6)",Erosion,2949948.0,0.3494,2939640.881688
3.0,"(8, 6)",Erosion,2949948.0,0.653,2930684.8395599998
3.0,"(8, 7)",Erosion,1930131.0,0.4357,1921721.4192330001
3.0,"(8, 7)",Erosion,1930131.0,0.188,1926502.35372
3.0,"(8, 7)",Erosion,1930131.0,0.6846,1916917.323174
3.0,"(8, 7)",Erosion,1930131.0,0.7293,1916054.554617
3.0,"(8, 7)",Erosion,1930131.0,0.3889,1922624.720541
3.0,"(8, 7)",Erosion,1930131.0,0.4201,1922022.519669
3.0,"(8, 7)",Erosion,1930131.0,0.3864,1922672.973816
3.0,"(8, 7)",Erosion,1930131.0,0.428,1921870.03932
3.0,"(8, 7)",Erosion,1930131.0,0.6367,1917841.855923
3.0,"(8, 7)",Erosion,1930131.0,0.2317,1925658.886473
3.0,"(8, 7)",Erosion,1930131.0,0.6057,1918440.196533
3.0,"(8, 7)",Erosion,1930131.0,0.7287,1916066.1354029998
3.0,"(8, 7)",Erosion,1930131.0,0.3121,1924107.061149
3.0,"(8, 7)",Erosion,1930131.0,0.3683,1923022.327527
3.0,"(8, 7)",Erosion,1930131.0,0.3494,1923387.122286
3.0,"(8, 7)",Erosion,1930131.0,0.653,1917527.2445699999
3.0,"(8, 8)",Erosion,2011854.0,0.4357,2003088.3521220002
3.0,"(8, 8)",Erosion,2011854.0,0.188,2008071.71448
3.0,"(8, 8)",Erosion,2011854.0,0.6846,1998080.847516
3.0,"(8, 8)",Erosion,2011854.0,0.7293,1997181.548778
3.0,"(8, 8)",Erosion,2011854.0,0.3889,2004029.899794
3.0,"(8, 8)",Erosion,2011854.0,0.4201,2003402.201346
3.0,"(8, 8)",Erosion,2011854.0,0.3864,2004080.196144
3.0,"(8, 8)",Erosion,2011854.0,0.428,2003243.2648800001
3.0,"(8, 8)",Erosion,2011854.0,0.6367,1999044.525582
3.0,"(8, 8)",Erosion,2011854.0,0.2317,2007192.534282
3.0,"(8, 8)",Erosion,2011854.0,0.6057,1999668.200322
3.0,"(8, 8)",Erosion,2011854.0,0.7287,1997193.6199019998
3.0,"(8, 8)",Erosion,2011854.0,0.3121,2005575.003666
3.0,"(8, 8)",Erosion,2011854.0,0.3683,2004444.3417180001
3.0,"(8, 8)",Erosion,2011854.0,0.3494,2004824.582124
3.0,"(8, 8)",Erosion,2011854.0,0.653,1998716.59338
3.0,"(8, 9)",Erosion,0.0,0.4357,0.0
3.0,"(8, 9)",Erosion,0.0,0.188,0.0
3.0,"(8, 9)",Erosion,0.0,0.6846,0.0
3.0,"(8, 9)",Erosion,0.0,0.7293,0.0
3.0,"(8, 9)",Erosion,0.0,0.3889,0.0
3.0,"(8, 9)",Erosion,0.0,0.4201,0.0
3.0,"(8, 9)",Erosion,0.0,0.3864,0.0
3.0,"(8, 9)",Erosion,0.0,0.428,0.0
3.0,"(8, 9)",Erosion,0.0,0.6367,0.0
3.0,"(8, 9)",Erosion,0.0,0.2317,0.0
3.0,"(8, 9)",Erosion,0.0,0.6057,0.0
3.0,"(8, 9)",Erosion,0.0,0.7287,0.0
3.0,"(8, 9)",Erosion,0.0,0.3121,0.0
3.0,"(8, 9)",Erosion,0.0,0.3683,0.0
3.0,"(8, 9)",Erosion,0.0,0.3494,0.0
3.0,"(8, 9)",Erosion,0.0,0.653,0.0
3.0,"(8, 10)",Erosion,0.0,0.4357,0.0
3.0,"(8, 10)",Erosion,0.0,0.188,0.0
3.0,"(8, 10)",Erosion,0.0,0.6846,0.0
3.0,"(8, 10)",Erosion,0.0,0.7293,0.0
3.0,"(8, 10)",Erosion,0.0,0.3889,0.0
3.0,"(8, 10)",Erosion,0.0,0.4201,0.0
3.0,"(8, 10)",Erosion,0.0,0.3864,0.0
3.0,"(8, 10)",Erosion,0.0,0.428,0.0
3.0,"(8, 10)",Erosion,0.0,0.6367,0.0
3.0,"(8, 10)",Erosion,0.0,0.2317,0.0
3.0,"(8, 10)",Erosion,0.0,0.6057,0.0
3.0,"(8, 10)",Erosion,0.0,0.7287,0.0
3.0,"(8, 10)",Erosion,0.0,0.3121,0.0
3.0,"(8, 10)",Erosion,0.0,0.3683,0.0
3.0,"(8, 10)",Erosion,0.0,0.3494,0.0
3.0,"(8, 10)",Erosion,0.0,0.653,0.0
3.0,"(9, 1)",Erosion,3657567.0,0.4357,3641630.980581
3.0,"(9, 1)",Erosion,3657567.0,0.188,3650690.77404
3.0,"(9, 1)",Erosion,3657567.0,0.6846,3632527.2963179997
3.0,"(9, 1)",Erosion,3657567.0,0.7293,3630892.363869
3.0,"(9, 1)",Erosion,3657567.0,0.3889,3643342.721937
3.0,"(9, 1)",Erosion,3657567.0,0.4201,3642201.561033
3.0,"(9, 1)",Erosion,3657567.0,0.3864,3643434.1611120002
3.0,"(9, 1)",Erosion,3657567.0,0.428,3641912.6132400003
3.0,"(9, 1)",Erosion,3657567.0,0.6367,3634279.2709109997
3.0,"(9, 1)",Erosion,3657567.0,0.2317,3649092.417261
3.0,"(9, 1)",Erosion,3657567.0,0.6057,3635413.116681
3.0,"(9, 1)",Erosion,3657567.0,0.7287,3630914.309271
3.0,"(9, 1)",Erosion,3657567.0,0.3121,3646151.733393
3.0,"(9, 1)",Erosion,3657567.0,0.3683,3644096.180739
3.0,"(9, 1)",Erosion,3657567.0,0.3494,3644787.460902
3.0,"(9, 1)",Erosion,3657567.0,0.653,3633683.08749
3.0,"(9, 2)",Erosion,3483331.0,0.4357,3468154.126833
3.0,"(9, 2)",Erosion,3483331.0,0.188,3476782.33772
3.0,"(9, 2)",Erosion,3483331.0,0.6846,3459484.1159739997
3.0,"(9, 2)",Erosion,3483331.0,0.7293,3457927.067017
3.0,"(9, 2)",Erosion,3483331.0,0.3889,3469784.325741
3.0,"(9, 2)",Erosion,3483331.0,0.4201,3468697.526469
3.0,"(9, 2)",Erosion,3483331.0,0.3864,3469871.409016
3.0,"(9, 2)",Erosion,3483331.0,0.428,3468422.34332
3.0,"(9, 2)",Erosion,3483331.0,0.6367,3461152.631523
3.0,"(9, 2)",Erosion,3483331.0,0.2317,3475260.122073
3.0,"(9, 2)",Erosion,3483331.0,0.6057,3462232.464133
3.0,"(9, 2)",Erosion,3483331.0,0.7287,3457947.967003
3.0,"(9, 2)",Erosion,3483331.0,0.3121,3472459.523949
3.0,"(9, 2)",Erosion,3483331.0,0.3683,3470501.891927
3.0,"(9, 2)",Erosion,3483331.0,0.3494,3471160.241486
3.0,"(9, 2)",Erosion,3483331.0,0.653,3460584.84857
3.0,"(9, 3)",Erosion,1856571.0,0.4357,1848481.9201530002
3.0,"(9, 3)",Erosion,1856571.0,0.188,1853080.64652
3.0,"(9, 3)",Erosion,1856571.0,0.6846,1843860.914934
3.0,"(9, 3)",Erosion,1856571.0,0.7293,1843031.027697
3.0,"(9, 3)",Erosion,1856571.0,0.3889,1849350.795381
3.0,"(9, 3)",Erosion,1856571.0,0.4201,1848771.545229
3.0,"(9, 3)",Erosion,1856571.0,0.3864,1849397.2096560001
3.0,"(9, 3)",Erosion,1856571.0,0.428,1848624.8761200001
3.0,"(9, 3)",Erosion,1856571.0,0.6367,1844750.212443
3.0,"(9, 3)",Erosion,1856571.0,0.2317,1852269.324993
3.0,"(9, 3)",Erosion,1856571.0,0.6057,1845325.749453
3.0,"(9, 3)",Erosion,1856571.0,0.7287,1843042.167123
3.0,"(9, 3)",Erosion,1856571.0,0.3121,1850776.641909
3.0,"(9, 3)",Erosion,1856571.0,0.3683,1849733.2490070001
3.0,"(9, 3)",Erosion,1856571.0,0.3494,1850084.140926
3.0,"(9, 3)",Erosion,1856571.0,0.653,1844447.59137
3.0,"(9, 4)",Erosion,4010822.0,0.4357,3993346.848546
3.0,"(9, 4)",Erosion,4010822.0,0.188,4003281.65464
3.0,"(9, 4)",Erosion,4010822.0,0.6846,3983363.912588
3.0,"(9, 4)",Erosion,4010822.0,0.7293,3981571.075154
3.0,"(9, 4)",Erosion,4010822.0,0.3889,3995223.9132419997
3.0,"(9, 4)",Erosion,4010822.0,0.4201,3993972.536778
3.0,"(9, 4)",Erosion,4010822.0,0.3864,3995324.183792
3.0,"(9, 4)",Erosion,4010822.0,0.428,3993655.68184
3.0,"(9, 4)",Erosion,4010822.0,0.6367,3985285.096326
3.0,"(9, 4)",Erosion,4010822.0,0.2317,4001528.925426
3.0,"(9, 4)",Erosion,4010822.0,0.6057,3986528.451146
3.0,"(9, 4)",Erosion,4010822.0,0.7287,3981595.140086
3.0,"(9, 4)",Erosion,4010822.0,0.3121,3998304.224538
3.0,"(9, 4)",Erosion,4010822.0,0.3683,3996050.142574
3.0,"(9, 4)",Erosion,4010822.0,0.3494,3996808.187932
3.0,"(9, 4)",Erosion,4010822.0,0.653,3984631.3323399997
3.0,"(9, 5)",Erosion,0.0,0.4357,0.0
3.0,"(9, 5)",Erosion,0.0,0.188,0.0
3.0,"(9, 5)",Erosion,0.0,0.6846,0.0
3.0,"(9, 5)",Erosion,0.0,0.7293,0.0
3.0,"(9, 5)",Erosion,0.0,0.3889,0.0
3.0,"(9, 5)",Erosion,0.0,0.4201,0.0
3.0,"(9, 5)",Erosion,0.0,0.3864,0.0
3.0,"(9, 5)",Erosion,0.0,0.428,0.0
3.0,"(9, 5)",Erosion,0.0,0.6367,0.0
3.0,"(9, 5)",Erosion,0.0,0.2317,0.0
3.0,"(9, 5)",Erosion,0.0,0.6057,0.0
3.0,"(9, 5)",Erosion,0.0,0.7287,0.0
3.0,"(9, 5)",Erosion,0.0,0.3121,0.0
3.0,"(9, 5)",Erosion,0.0,0.3683,0.0
3.0,"(9, 5)",Erosion,0.0,0.3494,0.0
3.0,"(9, 5)",Erosion,0.0,0.653,0.0
3.0,"(9, 6)",Erosion,2583809.0,0.4357,2572551.3441870003
3.0,"(9, 6)",Erosion,2583809.0,0.188,2578951.43908
3.0,"(9, 6)",Erosion,2583809.0,0.6846,2566120.243586
3.0,"(9, 6)",Erosion,2583809.0,0.7293,2564965.280963
3.0,"(9, 6)",Erosion,2583809.0,0.3889,2573760.566799
3.0,"(9, 6)",Erosion,2583809.0,0.4201,2572954.418391
3.0,"(9, 6)",Erosion,2583809.0,0.3864,2573825.162024
3.0,"(9, 6)",Erosion,2583809.0,0.428,2572750.29748
3.0,"(9, 6)",Erosion,2583809.0,0.6367,2567357.888097
3.0,"(9, 6)",Erosion,2583809.0,0.2317,2577822.314547
3.0,"(9, 6)",Erosion,2583809.0,0.6057,2568158.8688870003
3.0,"(9, 6)",Erosion,2583809.0,0.7287,2564980.7838169998
3.0,"(9, 6)",Erosion,2583809.0,0.3121,2575744.9321109997
3.0,"(9, 6)",Erosion,2583809.0,0.3683,2574292.831453
3.0,"(9, 6)",Erosion,2583809.0,0.3494,2574781.171354
3.0,"(9, 6)",Erosion,2583809.0,0.653,2566936.72723
3.0,"(9, 7)",Erosion,0.0,0.4357,0.0
3.0,"(9, 7)",Erosion,0.0,0.188,0.0
3.0,"(9, 7)",Erosion,0.0,0.6846,0.0
3.0,"(9, 7)",Erosion,0.0,0.7293,0.0
3.0,"(9, 7)",Erosion,0.0,0.3889,0.0
3.0,"(9, 7)",Erosion,0.0,0.4201,0.0
3.0,"(9, 7)",Erosion,0.0,0.3864,0.0
3.0,"(9, 7)",Erosion,0.0,0.428,0.0
3.0,"(9, 7)",Erosion,0.0,0.6367,0.0
3.0,"(9, 7)",Erosion,0.0,0.2317,0.0
3.0,"(9, 7)",Erosion,0.0,0.6057,0.0
3.0,"(9, 7)",Erosion,0.0,0.7287,0.0
3.0,"(9, 7)",Erosion,0.0,0.3121,0.0
3.0,"(9, 7)",Erosion,0.0,0.3683,0.0
3.0,"(9, 7)",Erosion,0.0,0.3494,0.0
3.0,"(9, 7)",Erosion,0.0,0.653,0.0
3.0,"(9, 8)",Erosion,2054652.0,0.4357,2045699.8812360002
3.0,"(9, 8)",Erosion,2054652.0,0.188,2050789.25424
3.0,"(9, 8)",Erosion,2054652.0,0.6846,2040585.852408
3.0,"(9, 8)",Erosion,2054652.0,0.7293,2039667.422964
3.0,"(9, 8)",Erosion,2054652.0,0.3889,2046661.458372
3.0,"(9, 8)",Erosion,2054652.0,0.4201,2046020.406948
3.0,"(9, 8)",Erosion,2054652.0,0.3864,2046712.824672
3.0,"(9, 8)",Erosion,2054652.0,0.428,2045858.08944
3.0,"(9, 8)",Erosion,2054652.0,0.6367,2041570.030716
3.0,"(9, 8)",Erosion,2054652.0,0.2317,2049891.371316
3.0,"(9, 8)",Erosion,2054652.0,0.6057,2042206.9728360001
3.0,"(9, 8)",Erosion,2054652.0,0.7287,2039679.750876
3.0,"(9, 8)",Erosion,2054652.0,0.3121,2048239.431108
3.0,"(9, 8)",Erosion,2054652.0,0.3683,2047084.716684
3.0,"(9, 8)",Erosion,2054652.0,0.3494,2047473.0459120001
3.0,"(9, 8)",Erosion,2054652.0,0.653,2041235.1224399998
3.0,"(9, 9)",Erosion,2777951.0,0.4357,2765847.467493
3.0,"(9, 9)",Erosion,2777951.0,0.188,2772728.45212
3.0,"(9, 9)",Erosion,2777951.0,0.6846,2758933.147454
3.0,"(9, 9)",Erosion,2777951.0,0.7293,2757691.403357
3.0,"(9, 9)",Erosion,2777951.0,0.3889,2767147.548561
3.0,"(9, 9)",Erosion,2777951.0,0.4201,2766280.8278489998
3.0,"(9, 9)",Erosion,2777951.0,0.3864,2767216.997336
3.0,"(9, 9)",Erosion,2777951.0,0.428,2766061.3697200003
3.0,"(9, 9)",Erosion,2777951.0,0.6367,2760263.785983
3.0,"(9, 9)",Erosion,2777951.0,0.2317,2771514.487533
3.0,"(9, 9)",Erosion,2777951.0,0.6057,2761124.950793
3.0,"(9, 9)",Erosion,2777951.0,0.7287,2757708.071063
3.0,"(9, 9)",Erosion,2777951.0,0.3121,2769281.014929
3.0,"(9, 9)",Erosion,2777951.0,0.3683,2767719.806467
3.0,"(9, 9)",Erosion,2777951.0,0.3494,2768244.839206
3.0,"(9, 9)",Erosion,2777951.0,0.653,2759810.9799699998
3.0,"(9, 10)",Erosion,0.0,0.4357,0.0
3.0,"(9, 10)",Erosion,0.0,0.188,0.0
3.0,"(9, 10)",Erosion,0.0,0.6846,0.0
3.0,"(9, 10)",Erosion,0.0,0.7293,0.0
3.0,"(9, 10)",Erosion,0.0,0.3889,0.0
3.0,"(9, 10)",Erosion,0.0,0.4201,0.0
3.0,"(9, 10)",Erosion,0.0,0.3864,0.0
3.0,"(9, 10)",Erosion,0.0,0.428,0.0
3.0,"(9, 10)",Erosion,0.0,0.6367,0.0
3.0,"(9, 10)",Erosion,0.0,0.2317,0.0
3.0,"(9, 10)",Erosion,0.0,0.6057,0.0
3.0,"(9, 10)",Erosion,0.0,0.7287,0.0
3.0,"(9, 10)",Erosion,0.0,0.3121,0.0
3.0,"(9, 10)",Erosion,0.0,0.3683,0.0
3.0,"(9, 10)",Erosion,0.0,0.3494,0.0
3.0,"(9, 10)",Erosion,0.0,0.653,0.0
3.0,"(10, 1)",Erosion,0.0,0.4357,0.0
3.0,"(10, 1)",Erosion,0.0,0.188,0.0
3.0,"(10, 1)",Erosion,0.0,0.6846,0.0
3.0,"(10, 1)",Erosion,0.0,0.7293,0.0
3.0,"(10, 1)",Erosion,0.0,0.3889,0.0
3.0,"(10, 1)",Erosion,0.0,0.4201,0.0
3.0,"(10, 1)",Erosion,0.0,0.3864,0.0
3.0,"(10, 1)",Erosion,0.0,0.428,0.0
3.0,"(10, 1)",Erosion,0.0,0.6367,0.0
3.0,"(10, 1)",Erosion,0.0,0.2317,0.0
3.0,"(10, 1)",Erosion,0.0,0.6057,0.0
3.0,"(10, 1)",Erosion,0.0,0.7287,0.0
3.0,"(10, 1)",Erosion,0.0,0.3121,0.0
3.0,"(10, 1)",Erosion,0.0,0.3683,0.0
3.0,"(10, 1)",Erosion,0.0,0.3494,0.0
3.0,"(10, 1)",Erosion,0.0,0.653,0.0
3.0,"(10, 2)",Erosion,3302126.0,0.4357,3287738.6370180002
3.0,"(10, 2)",Erosion,3302126.0,0.188,3295918.00312
3.0,"(10, 2)",Erosion,3302126.0,0.6846,3279519.645404
3.0,"(10, 2)",Erosion,3302126.0,0.7293,3278043.595082
3.0,"(10, 2)",Erosion,3302126.0,0.3889,3289284.031986
3.0,"(10, 2)",Erosion,3302126.0,0.4201,3288253.768674
3.0,"(10, 2)",Erosion,3302126.0,0.3864,3289366.585136
3.0,"(10, 2)",Erosion,3302126.0,0.428,3287992.9007200003
3.0,"(10, 2)",Erosion,3302126.0,0.6367,3281101.363758
3.0,"(10, 2)",Erosion,3302126.0,0.2317,3294474.974058
3.0,"(10, 2)",Erosion,3302126.0,0.6057,3282125.022818
3.0,"(10, 2)",Erosion,3302126.0,0.7287,3278063.407838
3.0,"(10, 2)",Erosion,3302126.0,0.3121,3291820.064754
3.0,"(10, 2)",Erosion,3302126.0,0.3683,3289964.269942
3.0,"(10, 2)",Erosion,3302126.0,0.3494,3290588.371756
3.0,"(10, 2)",Erosion,3302126.0,0.653,3280563.11722
3.0,"(10, 3)",Erosion,0.0,0.4357,0.0
3.0,"(10, 3)",Erosion,0.0,0.188,0.0
3.0,"(10, 3)",Erosion,0.0,0.6846,0.0
3.0,"(10, 3)",Erosion,0.0,0.7293,0.0
3.0,"(10, 3)",Erosion,0.0,0.3889,0.0
3.0,"(10, 3)",Erosion,0.0,0.4201,0.0
3.0,"(10, 3)",Erosion,0.0,0.3864,0.0
3.0,"(10, 3)",Erosion,0.0,0.428,0.0
3.0,"(10, 3)",Erosion,0.0,0.6367,0.0
3.0,"(10, 3)",Erosion,0.0,0.2317,0.0
3.0,"(10, 3)",Erosion,0.0,0.6057,0.0
3.0,"(10, 3)",Erosion,0.0,0.7287,0.0
3.0,"(10, 3)",Erosion,0.0,0.3121,0.0
3.0,"(10, 3)",Erosion,0.0,0.3683,0.0
3.0,"(10, 3)",Erosion,0.0,0.3494,0.0
3.0,"(10, 3)",Erosion,0.0,0.653,0.0
3.0,"(10, 4)",Erosion,1222804.0,0.4357,1217476.242972
3.0,"(10, 4)",Erosion,1222804.0,0.188,1220505.12848
3.0,"(10, 4)",Erosion,1222804.0,0.6846,1214432.683816
3.0,"(10, 4)",Erosion,1222804.0,0.7293,1213886.090428
3.0,"(10, 4)",Erosion,1222804.0,0.3889,1218048.515244
3.0,"(10, 4)",Erosion,1222804.0,0.4201,1217667.000396
3.0,"(10, 4)",Erosion,1222804.0,0.3864,1218079.085344
3.0,"(10, 4)",Erosion,1222804.0,0.428,1217570.39888
3.0,"(10, 4)",Erosion,1222804.0,0.6367,1215018.406932
3.0,"(10, 4)",Erosion,1222804.0,0.2317,1219970.7631319999
3.0,"(10, 4)",Erosion,1222804.0,0.6057,1215397.476172
3.0,"(10, 4)",Erosion,1222804.0,0.7287,1213893.427252
3.0,"(10, 4)",Erosion,1222804.0,0.3121,1218987.628716
3.0,"(10, 4)",Erosion,1222804.0,0.3683,1218300.412868
3.0,"(10, 4)",Erosion,1222804.0,0.3494,1218531.522824
3.0,"(10, 4)",Erosion,1222804.0,0.653,1214819.0898799999
3.0,"(10, 5)",Erosion,0.0,0.4357,0.0
3.0,"(10, 5)",Erosion,0.0,0.188,0.0
3.0,"(10, 5)",Erosion,0.0,0.6846,0.0
3.0,"(10, 5)",Erosion,0.0,0.7293,0.0
3.0,"(10, 5)",Erosion,0.0,0.3889,0.0
3.0,"(10, 5)",Erosion,0.0,0.4201,0.0
3.0,"(10, 5)",Erosion,0.0,0.3864,0.0
3.0,"(10, 5)",Erosion,0.0,0.428,0.0
3.0,"(10, 5)",Erosion,0.0,0.6367,0.0
3.0,"(10, 5)",Erosion,0.0,0.2317,0.0
3.0,"(10, 5)",Erosion,0.0,0.6057,0.0
3.0,"(10, 5)",Erosion,0.0,0.7287,0.0
3.0,"(10, 5)",Erosion,0.0,0.3121,0.0
3.0,"(10, 5)",Erosion,0.0,0.3683,0.0
3.0,"(10, 5)",Erosion,0.0,0.3494,0.0
3.0,"(10, 5)",Erosion,0.0,0.653,0.0
3.0,"(10, 6)",Erosion,0.0,0.4357,0.0
3.0,"(10, 6)",Erosion,0.0,0.188,0.0
3.0,"(10, 6)",Erosion,0.0,0.6846,0.0
3.0,"(10, 6)",Erosion,0.0,0.7293,0.0
3.0,"(10, 6)",Erosion,0.0,0.3889,0.0
3.0,"(10, 6)",Erosion,0.0,0.4201,0.0
3.0,"(10, 6)",Erosion,0.0,0.3864,0.0
3.0,"(10, 6)",Erosion,0.0,0.428,0.0
3.0,"(10, 6)",Erosion,0.0,0.6367,0.0
3.0,"(10, 6)",Erosion,0.0,0.2317,0.0
3.0,"(10, 6)",Erosion,0.0,0.6057,0.0
3.0,"(10, 6)",Erosion,0.0,0.7287,0.0
3.0,"(10, 6)",Erosion,0.0,0.3121,0.0
3.0,"(10, 6)",Erosion,0.0,0.3683,0.0
3.0,"(10, 6)",Erosion,0.0,0.3494,0.0
3.0,"(10, 6)",Erosion,0.0,0.653,0.0
3.0,"(10, 7)",Erosion,1004338.0,0.4357,999962.099334
3.0,"(10, 7)",Erosion,1004338.0,0.188,1002449.84456
3.0,"(10, 7)",Erosion,1004338.0,0.6846,997462.302052
3.0,"(10, 7)",Erosion,1004338.0,0.7293,997013.362966
3.0,"(10, 7)",Erosion,1004338.0,0.3889,1000432.129518
3.0,"(10, 7)",Erosion,1004338.0,0.4201,1000118.776062
3.0,"(10, 7)",Erosion,1004338.0,0.3864,1000457.237968
3.0,"(10, 7)",Erosion,1004338.0,0.428,1000039.43336
3.0,"(10, 7)",Erosion,1004338.0,0.6367,997943.379954
3.0,"(10, 7)",Erosion,1004338.0,0.2317,1002010.948854
3.0,"(10, 7)",Erosion,1004338.0,0.6057,998254.724734
3.0,"(10, 7)",Erosion,1004338.0,0.7287,997019.3889939999
3.0,"(10, 7)",Erosion,1004338.0,0.3121,1001203.461102
3.0,"(10, 7)",Erosion,1004338.0,0.3683,1000639.023146
3.0,"(10, 7)",Erosion,1004338.0,0.3494,1000828.843028
3.0,"(10, 7)",Erosion,1004338.0,0.653,997779.6728599999
3.0,"(10, 8)",Erosion,0.0,0.4357,0.0
3.0,"(10, 8)",Erosion,0.0,0.188,0.0
3.0,"(10, 8)",Erosion,0.0,0.6846,0.0
3.0,"(10, 8)",Erosion,0.0,0.7293,0.0
3.0,"(10, 8)",Erosion,0.0,0.3889,0.0
3.0,"(10, 8)",Erosion,0.0,0.4201,0.0
3.0,"(10, 8)",Erosion,0.0,0.3864,0.0
3.0,"(10, 8)",Erosion,0.0,0.428,0.0
3.0,"(10, 8)",Erosion,0.0,0.6367,0.0
3.0,"(10, 8)",Erosion,0.0,0.2317,0.0
3.0,"(10, 8)",Erosion,0.0,0.6057,0.0
3.0,"(10, 8)",Erosion,0.0,0.7287,0.0
3.0,"(10, 8)",Erosion,0.0,0.3121,0.0
3.0,"(10, 8)",Erosion,0.0,0.3683,0.0
3.0,"(10, 8)",Erosion,0.0,0.3494,0.0
3.0,"(10, 8)",Erosion,0.0,0.653,0.0
3.0,"(10, 9)",Erosion,2588955.0,0.4357,2577674.923065
3.0,"(10, 9)",Erosion,2588955.0,0.188,2584087.7646
3.0,"(10, 9)",Erosion,2588955.0,0.6846,2571231.01407
3.0,"(10, 9)",Erosion,2588955.0,0.7293,2570073.751185
