Latitude/Longitude,Temperature (F),Temp min (F),Temp max (F),Precipitation (In),Precip Type,Humidity,Wind speed (Mph),Wind gust (Mph),Wind direction (cardinal),CAD 911 Number,Zone Number,ESZ,Date & Time,Event
27.44964845888914/-82.63872640241588,86,76,87,0.0,,67.15,48.465,75.06,140.0,W50,W50,350,2027-09-18 02:40:00,Olivia
27.48091629798749/-82.43623531900593,86,76,87,0.0,,66.71,48.465,74.11500000000001,139.0,N70,N70,570,2027-09-18 02:40:00,Olivia
27.4920066298147/-82.50196786939364,86,76,87,0.0,,66.94,48.465,74.52000000000001,139.0,E40,E40,140,2027-09-18 02:40:00,Olivia
27.51631940991088/-82.32950123468633,87,77,87,0.0,,65.76,48.6,72.765,138.0,N40,N40,540,2027-09-18 02:40:00,Olivia
27.42497082223545/-82.53885956314242,86,75,87,0.0,,67.57,48.33,74.92500000000001,140.0,E20,E20,120,2027-09-18 02:40:00,Olivia
27.43756032249264/-82.56105489081881,86,75,87,0.0,,67.5,48.33,75.465,140.0,W30,W30,330,2027-09-18 02:40:00,Olivia
27.46814086298033/-82.70183801706406,86,76,87,0.0,,66.6,48.6,74.25,139.0,W90,W90,399,2027-09-18 02:40:00,Olivia
27.42519527588937/-82.593902809873,86,75,87,0.0,,67.47,48.33,75.87,140.0,W40,W40,340,2027-09-18 02:40:00,Olivia
27.57521237910287/-82.58438613832386,87,77,88,0.0,,65.62,49.14,72.765,138.0,N10,N10,510,2027-09-18 02:40:00,Olivia
27.48566734980852/-82.57935903047095,86,76,87,0.0,,67.08,48.465,74.79,140.0,W10,W10,310,2027-09-18 02:40:00,Olivia
27.41355422392606/-82.42773936740639,86,76,87,0.0,,67.09,48.465,74.52000000000001,139.0,N80,N80,580,2027-09-18 02:40:00,Olivia
27.52844207484047/-82.73131060040626,87,77,88,0.0,,65.86,49.005,73.17,138.0,W70,W70,370,2027-09-18 02:40:00,Olivia
27.40958230929196/-82.56607332708364,86,75,87,0.0,,67.5,48.33,77.08500000000001,140.0,E30,E30,130,2027-09-18 02:40:00,Olivia
27.48534636382016/-82.54659978322104,86,76,87,0.0,,67.12,48.465,74.79,140.0,E10,E10,110,2027-09-18 02:40:00,Olivia
27.57521237910287/-82.52810297841918,87,77,88,0.0,,65.62,49.005,72.765,138.0,N20,N20,520,2027-09-18 02:40:00,Olivia
27.50413881751056/-82.64579861863763,86,76,87,0.0,,66.57,48.73500000000001,74.25,139.0,W60,W60,360,2027-09-18 02:40:00,Olivia
27.4113915222411/-82.63641742330496,86,76,87,0.0,,67.33,48.33,75.465,140.0,W95,W95,395,2027-09-18 02:40:00,Olivia
27.55013563136573/-82.17022585799779,87,77,88,0.0,,65.07,48.6,71.55000000000001,137.0,N50,N50,550,2027-09-18 02:40:00,Olivia
27.43718857770742/-82.49526276632398,86,76,87,0.0,,67.4,48.33,74.79,140.0,E50,E50,150,2027-09-18 02:40:00,Olivia
27.50413881751056/-82.64579861863763,87,76,87,0.0,,65.07,43.875,72.495,142.0,W60,W60,360,2027-09-18 01:20:00,Olivia
27.43718857770742/-82.49526276632398,87,76,87,0.0,,65.11,42.255,73.98,140.0,E50,E50,150,2027-09-18 01:20:00,Olivia
27.58244732780023/-82.47046351483293,88,77,88,0.0,,64.98,45.495000000000005,69.66000000000001,143.0,N30,N30,530,2027-09-18 01:20:00,Olivia
27.46814086298033/-82.70183801706406,87,76,87,0.0,,65.07,43.875,72.63,142.0,W90,W90,399,2027-09-18 01:20:00,Olivia
27.48566734980852/-82.57935903047095,87,76,87,0.0,,65.09,42.93000000000001,73.575,141.0,W10,W10,310,2027-09-18 01:20:00,Olivia
27.51631940991088/-82.32950123468633,87,77,87,0.0,,64.99,44.415,70.605,142.0,N40,N40,540,2027-09-18 01:20:00,Olivia
27.57521237910287/-82.58438613832386,88,77,88,0.0,,65.02,46.035000000000004,70.2,144.0,N10,N10,510,2027-09-18 01:20:00,Olivia
27.52844207484047/-82.73131060040626,88,77,88,0.0,,65.03,45.495000000000005,70.875,143.0,W70,W70,370,2027-09-18 01:20:00,Olivia
27.48534636382016/-82.54659978322104,87,76,87,0.0,,65.09,42.795,73.71000000000001,141.0,E10,E10,110,2027-09-18 01:20:00,Olivia
27.4079906908935/-82.49381870885438,87,75,87,0.0,,65.11,42.255,74.11500000000001,140.0,E60,E60,160,2027-09-18 01:20:00,Olivia
27.44964845888914/-82.63872640241588,87,76,87,0.0,,65.1,42.795,73.84500000000001,141.0,W50,W50,350,2027-09-18 01:20:00,Olivia
27.51337266681446/-82.7160042494716,87,77,87,0.0,,65.04,44.955,71.415,143.0,W80,W80,380,2027-09-18 01:20:00,Olivia
27.55013563136573/-82.17022585799779,88,77,88,0.0,,64.93,44.955,68.85000000000001,143.0,N50,N50,550,2027-09-18 01:20:00,Olivia
27.57521237910287/-82.52810297841918,88,77,88,0.0,,65.01,45.495000000000005,70.2,143.0,N20,N20,520,2027-09-18 01:20:00,Olivia
27.48091629798749/-82.43623531900593,87,76,87,0.0,,65.06,43.33500000000001,72.765,141.0,N70,N70,570,2027-09-18 01:20:00,Olivia
27.43756032249264/-82.56105489081881,87,75,87,0.0,,65.12,42.120000000000005,74.52000000000001,140.0,W30,W30,330,2027-09-18 01:20:00,Olivia
27.40958230929196/-82.56607332708364,87,75,87,0.0,,65.12,41.98500000000001,75.19500000000001,140.0,E30,E30,130,2027-09-18 01:20:00,Olivia
27.42497082223545/-82.53885956314242,87,75,87,0.0,,65.12,41.98500000000001,74.385,140.0,E20,E20,120,2027-09-18 01:20:00,Olivia
27.4113915222411/-82.63641742330496,87,76,87,0.0,,65.11,42.39,74.25,140.0,W95,W95,395,2027-09-18 01:20:00,Olivia
27.34076849562474/-82.154246879885,88,76,88,0.0,,62.71,39.42,72.36000000000001,148.0,N60,N60,560,2027-09-18 01:20:00,Olivia
27.41355422392606/-82.42773936740639,87,76,87,0.0,,65.09,42.795,73.44,141.0,N80,N80,580,2027-09-18 01:20:00,Olivia
27.4920066298147/-82.50196786939364,87,76,87,0.0,,65.08,43.065,73.17,141.0,E40,E40,140,2027-09-18 01:20:00,Olivia
27.45564167051887/-82.57125875181734,87,76,87,0.0,,65.11,42.255,74.25,140.0,W20,W20,320,2027-09-18 01:20:00,Olivia
27.42519527588937/-82.593902809873,87,75,87,0.0,,65.12,42.120000000000005,74.655,140.0,W40,W40,340,2027-09-18 01:20:00,Olivia
27.42519527588937/-82.593902809873,84,75,87,0.016200000000000003,rain,70.12,40.365,64.665,140.0,W40,W40,340,2027-09-18 00:00:00,Olivia
27.41355422392606/-82.42773936740639,85,76,87,0.013500000000000002,rain,69.89,40.095,63.720000000000006,139.0,N80,N80,580,2027-09-18 00:00:00,Olivia
27.45564167051887/-82.57125875181734,85,76,87,0.01485,rain,70.07,40.365,64.39500000000001,140.0,W20,W20,320,2027-09-18 00:00:00,Olivia
27.4920066298147/-82.50196786939364,85,76,87,0.013500000000000002,rain,69.83,40.095,63.58500000000001,139.0,E40,E40,140,2027-09-18 00:00:00,Olivia
27.50413881751056/-82.64579861863763,85,76,87,0.01215,rain,69.68,40.095,63.315000000000005,139.0,W60,W60,360,2027-09-18 00:00:00,Olivia
27.58244732780023/-82.47046351483293,86,77,88,0.006750000000000001,rain,69.01,39.285000000000004,61.56000000000001,138.0,N30,N30,530,2027-09-18 00:00:00,Olivia
27.43756032249264/-82.56105489081881,84,75,87,0.016200000000000003,rain,70.13,40.365,64.53,140.0,W30,W30,330,2027-09-18 00:00:00,Olivia
27.43718857770742/-82.49526276632398,85,76,87,0.01485,rain,70.06,40.365,63.99,140.0,E50,E50,150,2027-09-18 00:00:00,Olivia
27.4079906908935/-82.49381870885438,84,75,87,0.01485,rain,70.1,40.365,63.99,140.0,E60,E60,160,2027-09-18 00:00:00,Olivia
27.46814086298033/-82.70183801706406,85,76,87,0.01215,rain,69.7,40.095,63.315000000000005,139.0,W90,W90,399,2027-09-18 00:00:00,Olivia
27.51337266681446/-82.7160042494716,86,77,87,0.00945,rain,69.47,40.095,62.64,139.0,W80,W80,380,2027-09-18 00:00:00,Olivia
27.40958230929196/-82.56607332708364,84,75,87,0.016200000000000003,rain,70.17,40.5,65.47500000000001,140.0,E30,E30,130,2027-09-18 00:00:00,Olivia
27.4113915222411/-82.63641742330496,85,76,87,0.01485,rain,70.05,40.365,64.39500000000001,140.0,W95,W95,395,2027-09-18 00:00:00,Olivia
27.44964845888914/-82.63872640241588,85,76,87,0.013500000000000002,rain,69.96,40.230000000000004,64.125,140.0,W50,W50,350,2027-09-18 00:00:00,Olivia
27.52844207484047/-82.73131060040626,86,77,88,0.008100000000000001,rain,69.37,39.96000000000001,62.370000000000005,138.0,W70,W70,370,2027-09-18 00:00:00,Olivia
27.42497082223545/-82.53885956314242,84,75,87,0.016200000000000003,rain,70.15,40.5,64.26,140.0,E20,E20,120,2027-09-18 00:00:00,Olivia
27.34076849562474/-82.154246879885,86,76,88,0.00945,rain,65.77,42.255,68.17500000000001,148.0,N60,N60,560,2027-09-18 00:00:00,Olivia
27.48091629798749/-82.43623531900593,85,76,87,0.01215,rain,69.69,39.96000000000001,63.315000000000005,139.0,N70,N70,570,2027-09-18 00:00:00,Olivia
27.57521237910287/-82.52810297841918,86,77,88,0.008100000000000001,rain,69.18,39.69,61.965,138.0,N20,N20,520,2027-09-18 00:00:00,Olivia
27.57521237910287/-82.58438613832386,86,77,88,0.006750000000000001,rain,69.25,39.96000000000001,61.965,138.0,N10,N10,510,2027-09-18 00:00:00,Olivia
27.48566734980852/-82.57935903047095,85,76,87,0.013500000000000002,rain,69.92,40.230000000000004,63.99,140.0,W10,W10,310,2027-09-18 00:00:00,Olivia
27.48534636382016/-82.54659978322104,85,76,87,0.013500000000000002,rain,69.93,40.230000000000004,63.99,140.0,E10,E10,110,2027-09-18 00:00:00,Olivia
27.55013563136573/-82.17022585799779,86,77,88,0.006750000000000001,rain,68.67,38.34,60.75000000000001,137.0,N50,N50,550,2027-09-18 00:00:00,Olivia
27.51631940991088/-82.32950123468633,86,77,87,0.00945,rain,69.13,39.150000000000006,61.965,138.0,N40,N40,540,2027-09-18 00:00:00,Olivia
27.58244732780023/-82.47046351483293,86,77,88,0.0,,69.8,35.775000000000006,58.995000000000005,133.0,N30,N30,530,2027-09-17 22:40:00,Olivia
27.51337266681446/-82.7160042494716,85,77,87,0.0,,70.12,34.695,60.21000000000001,133.0,W80,W80,380,2027-09-17 22:40:00,Olivia
27.42497082223545/-82.53885956314242,84,75,87,0.0,,70.17,29.700000000000003,61.965,130.0,E20,E20,120,2027-09-17 22:40:00,Olivia
27.57521237910287/-82.58438613832386,86,77,88,0.0,,70.1,36.315,59.67000000000001,134.0,N10,N10,510,2027-09-17 22:40:00,Olivia
27.41355422392606/-82.42773936740639,85,76,87,0.0,,70.07,30.915,61.425000000000004,131.0,N80,N80,580,2027-09-17 22:40:00,Olivia
27.40958230929196/-82.56607332708364,84,75,87,0.0,,70.17,29.565,61.965,130.0,E30,E30,130,2027-09-17 22:40:00,Olivia
27.55013563136573/-82.17022585799779,86,77,88,0.0,,69.42,35.1,58.185,133.0,N50,N50,550,2027-09-17 22:40:00,Olivia
27.43718857770742/-82.49526276632398,85,76,87,0.0,,70.14,30.24,61.83,130.0,E50,E50,150,2027-09-17 22:40:00,Olivia
27.4920066298147/-82.50196786939364,85,76,87,0.0,,70.07,31.455000000000002,61.29,131.0,E40,E40,140,2027-09-17 22:40:00,Olivia
27.50413881751056/-82.64579861863763,85,76,87,0.0,,70.11,32.94,60.885000000000005,132.0,W60,W60,360,2027-09-17 22:40:00,Olivia
27.45564167051887/-82.57125875181734,85,76,87,0.0,,70.15,30.24,61.83,130.0,W20,W20,320,2027-09-17 22:40:00,Olivia
27.4113915222411/-82.63641742330496,85,76,87,0.0,,70.14,30.375000000000004,61.69500000000001,130.0,W95,W95,395,2027-09-17 22:40:00,Olivia
27.57521237910287/-82.52810297841918,86,77,88,0.0,,69.97,35.775000000000006,59.535000000000004,133.0,N20,N20,520,2027-09-17 22:40:00,Olivia
27.48091629798749/-82.43623531900593,85,76,87,0.0,,70.0,31.995,60.885000000000005,131.0,N70,N70,570,2027-09-17 22:40:00,Olivia
27.52844207484047/-82.73131060040626,86,77,88,0.0,,70.13,35.64,59.940000000000005,133.0,W70,W70,370,2027-09-17 22:40:00,Olivia
27.48534636382016/-82.54659978322104,85,76,87,0.0,,70.11,31.05,61.425000000000004,131.0,E10,E10,110,2027-09-17 22:40:00,Olivia
27.51631940991088/-82.32950123468633,85,77,87,0.0,,69.72,34.02,59.400000000000006,132.0,N40,N40,540,2027-09-17 22:40:00,Olivia
27.44964845888914/-82.63872640241588,85,76,87,0.0,,70.13,30.915,61.56000000000001,131.0,W50,W50,350,2027-09-17 22:40:00,Olivia
27.4079906908935/-82.49381870885438,84,75,87,0.0,,70.15,29.970000000000002,61.965,130.0,E60,E60,160,2027-09-17 22:40:00,Olivia
27.42519527588937/-82.593902809873,84,75,87,0.0,,70.16,29.835000000000004,61.965,130.0,W40,W40,340,2027-09-17 22:40:00,Olivia
27.48566734980852/-82.57935903047095,85,76,87,0.0,,70.12,31.185000000000002,61.425000000000004,131.0,W10,W10,310,2027-09-17 22:40:00,Olivia
27.34076849562474/-82.154246879885,86,76,88,0.0,,66.52,33.885000000000005,63.58500000000001,138.0,N60,N60,560,2027-09-17 22:40:00,Olivia
27.46814086298033/-82.70183801706406,85,76,87,0.0,,70.1,32.805,60.885000000000005,132.0,W90,W90,399,2027-09-17 22:40:00,Olivia
27.43756032249264/-82.56105489081881,84,75,87,0.0,,70.16,29.835000000000004,61.965,130.0,W30,W30,330,2027-09-17 22:40:00,Olivia
27.4079906908935/-82.49381870885438,83,75,87,0.01485,rain,76.6,32.805,55.755,130.0,E60,E60,160,2027-09-17 21:20:00,Olivia
27.48091629798749/-82.43623531900593,83,76,87,0.0108,rain,76.4,33.75,54.94500000000001,129.0,N70,N70,570,2027-09-17 21:20:00,Olivia
27.51337266681446/-82.7160042494716,83,77,87,0.008100000000000001,rain,76.39,34.965,54.135000000000005,129.0,W80,W80,380,2027-09-17 21:20:00,Olivia
27.4113915222411/-82.63641742330496,83,76,87,0.0108,rain,76.58,32.94,55.620000000000005,130.0,W95,W95,395,2027-09-17 21:20:00,Olivia
27.48566734980852/-82.57935903047095,83,76,87,0.0108,rain,76.53,33.345,55.35,130.0,W10,W10,310,2027-09-17 21:20:00,Olivia
27.42497082223545/-82.53885956314242,83,75,87,0.01485,rain,76.62,32.67,55.89,130.0,E20,E20,120,2027-09-17 21:20:00,Olivia
27.4920066298147/-82.50196786939364,83,76,87,0.0108,rain,76.48,33.480000000000004,55.215,129.0,E40,E40,140,2027-09-17 21:20:00,Olivia
27.51631940991088/-82.32950123468633,83,77,87,0.008100000000000001,rain,76.06,34.695,53.595000000000006,128.0,N40,N40,540,2027-09-17 21:20:00,Olivia
27.55013563136573/-82.17022585799779,84,77,88,0.0054,rain,75.76,35.23500000000001,52.245000000000005,127.0,N50,N50,550,2027-09-17 21:20:00,Olivia
27.58244732780023/-82.47046351483293,83,77,88,0.0054,rain,76.07,35.505,52.92000000000001,128.0,N30,N30,530,2027-09-17 21:20:00,Olivia
27.42519527588937/-82.593902809873,83,75,87,0.0108,rain,76.61,32.805,55.755,130.0,W40,W40,340,2027-09-17 21:20:00,Olivia
27.52844207484047/-82.73131060040626,83,77,88,0.006750000000000001,rain,76.36,35.370000000000005,53.865,128.0,W70,W70,370,2027-09-17 21:20:00,Olivia
27.43756032249264/-82.56105489081881,83,75,87,0.01215,rain,76.62,32.67,55.755,130.0,W30,W30,330,2027-09-17 21:20:00,Olivia
27.43718857770742/-82.49526276632398,83,76,87,0.013500000000000002,rain,76.58,32.94,55.620000000000005,130.0,E50,E50,150,2027-09-17 21:20:00,Olivia
27.57521237910287/-82.52810297841918,83,77,88,0.006750000000000001,rain,76.22,35.505,53.325,128.0,N20,N20,520,2027-09-17 21:20:00,Olivia
27.50413881751056/-82.64579861863763,83,76,87,0.00945,rain,76.45,34.155,54.81,129.0,W60,W60,360,2027-09-17 21:20:00,Olivia
27.45564167051887/-82.57125875181734,83,76,87,0.01215,rain,76.59,32.94,55.620000000000005,130.0,W20,W20,320,2027-09-17 21:20:00,Olivia
27.46814086298033/-82.70183801706406,83,76,87,0.00945,rain,76.45,34.155,54.81,129.0,W90,W90,399,2027-09-17 21:20:00,Olivia
27.41355422392606/-82.42773936740639,83,76,87,0.01215,rain,76.49,33.21,55.35,129.0,N80,N80,580,2027-09-17 21:20:00,Olivia
27.44964845888914/-82.63872640241588,83,76,87,0.0108,rain,76.55,33.21,55.48500000000001,130.0,W50,W50,350,2027-09-17 21:20:00,Olivia
27.48534636382016/-82.54659978322104,83,76,87,0.01215,rain,76.53,33.21,55.35,130.0,E10,E10,110,2027-09-17 21:20:00,Olivia
27.40958230929196/-82.56607332708364,83,75,87,0.006750000000000001,rain,76.63,32.67,55.89,130.0,E30,E30,130,2027-09-17 21:20:00,Olivia
27.57521237910287/-82.58438613832386,83,77,88,0.0054,rain,76.31,35.775000000000006,53.46000000000001,128.0,N10,N10,510,2027-09-17 21:20:00,Olivia
27.34076849562474/-82.154246879885,85,76,88,0.008100000000000001,rain,72.73,31.995,56.43,138.0,N60,N60,560,2027-09-17 21:20:00,Olivia
27.52844207484047/-82.73131060040626,79,77,88,0.01485,rain,82.59,32.805,53.190000000000005,123.0,W70,W70,370,2027-09-17 20:00:00,Olivia
27.50413881751056/-82.64579861863763,79,76,87,0.0216,rain,82.35,32.13,52.92000000000001,117.0,W60,W60,360,2027-09-17 20:00:00,Olivia
27.45564167051887/-82.57125875181734,79,76,87,0.028350000000000004,rain,82.12,31.32,52.785000000000004,111.0,W20,W20,320,2027-09-17 20:00:00,Olivia
27.34076849562474/-82.154246879885,80,76,88,0.01755,rain,80.82,30.510000000000005,51.57000000000001,118.0,N60,N60,560,2027-09-17 20:00:00,Olivia
27.48534636382016/-82.54659978322104,79,76,87,0.025650000000000003,rain,82.18,31.455000000000002,52.92000000000001,113.0,E10,E10,110,2027-09-17 20:00:00,Olivia
27.4113915222411/-82.63641742330496,79,76,87,0.028350000000000004,rain,82.13,31.32,52.92000000000001,112.0,W95,W95,395,2027-09-17 20:00:00,Olivia
27.44964845888914/-82.63872640241588,79,76,87,0.027000000000000003,rain,82.18,31.455000000000002,52.92000000000001,113.0,W50,W50,350,2027-09-17 20:00:00,Olivia
27.57521237910287/-82.58438613832386,79,77,88,0.013500000000000002,rain,82.65,33.075,53.190000000000005,125.0,N10,N10,510,2027-09-17 20:00:00,Olivia
27.46814086298033/-82.70183801706406,79,76,87,0.0216,rain,82.33,31.995,52.92000000000001,117.0,W90,W90,399,2027-09-17 20:00:00,Olivia
27.55013563136573/-82.17022585799779,79,77,88,0.01215,rain,82.2,32.805,52.11000000000001,124.0,N50,N50,550,2027-09-17 20:00:00,Olivia
27.51631940991088/-82.32950123468633,79,77,87,0.016200000000000003,rain,82.25,32.400000000000006,52.515,121.0,N40,N40,540,2027-09-17 20:00:00,Olivia
27.43756032249264/-82.56105489081881,79,75,87,0.0297,rain,82.09,31.185000000000002,52.785000000000004,111.0,W30,W30,330,2027-09-17 20:00:00,Olivia
27.41355422392606/-82.42773936740639,79,76,87,0.0243,rain,82.15,31.455000000000002,52.785000000000004,113.0,N80,N80,580,2027-09-17 20:00:00,Olivia
27.48566734980852/-82.57935903047095,79,76,87,0.025650000000000003,rain,82.19,31.59,52.92000000000001,113.0,W10,W10,310,2027-09-17 20:00:00,Olivia
27.43718857770742/-82.49526276632398,79,76,87,0.027000000000000003,rain,82.11,31.32,52.785000000000004,111.0,E50,E50,150,2027-09-17 20:00:00,Olivia
27.58244732780023/-82.47046351483293,79,77,88,0.013500000000000002,rain,82.44,32.94,52.785000000000004,124.0,N30,N30,530,2027-09-17 20:00:00,Olivia
27.4920066298147/-82.50196786939364,79,76,87,0.0243,rain,82.2,31.59,52.785000000000004,114.0,E40,E40,140,2027-09-17 20:00:00,Olivia
27.40958230929196/-82.56607332708364,79,75,87,0.0351,rain,82.08,31.05,52.785000000000004,110.0,E30,E30,130,2027-09-17 20:00:00,Olivia
27.51337266681446/-82.7160042494716,79,77,87,0.01755,rain,82.51,32.535000000000004,53.055,121.0,W80,W80,380,2027-09-17 20:00:00,Olivia
27.42497082223545/-82.53885956314242,79,75,87,0.028350000000000004,rain,82.09,31.185000000000002,52.785000000000004,110.0,E20,E20,120,2027-09-17 20:00:00,Olivia
27.4079906908935/-82.49381870885438,79,75,87,0.027000000000000003,rain,82.1,31.185000000000002,52.785000000000004,111.0,E60,E60,160,2027-09-17 20:00:00,Olivia
27.42519527588937/-82.593902809873,79,75,87,0.03105,rain,82.1,31.185000000000002,52.785000000000004,111.0,W40,W40,340,2027-09-17 20:00:00,Olivia
27.48091629798749/-82.43623531900593,79,76,87,0.02295,rain,82.21,31.860000000000003,52.785000000000004,116.0,N70,N70,570,2027-09-17 20:00:00,Olivia
27.57521237910287/-82.52810297841918,79,77,88,0.013500000000000002,rain,82.53,32.94,52.92000000000001,124.0,N20,N20,520,2027-09-17 20:00:00,Olivia
27.55013563136573/-82.17022585799779,79,77,88,0.15255000000000002,rain,89.56,32.535000000000004,50.220000000000006,125.0,N50,N50,550,2027-09-17 18:40:00,Olivia
27.48091629798749/-82.43623531900593,78,76,87,0.19035,rain,89.85,27.675,47.79,122.0,N70,N70,570,2027-09-17 18:40:00,Olivia
27.4079906908935/-82.49381870885438,78,75,87,0.20655,rain,89.81,25.245,45.900000000000006,120.0,E60,E60,160,2027-09-17 18:40:00,Olivia
27.48534636382016/-82.54659978322104,78,76,87,0.1944,rain,89.84,26.460000000000004,46.845000000000006,121.0,E10,E10,110,2027-09-17 18:40:00,Olivia
27.48566734980852/-82.57935903047095,78,76,87,0.19305,rain,89.84,26.595000000000002,46.98,121.0,W10,W10,310,2027-09-17 18:40:00,Olivia
27.50413881751056/-82.64579861863763,79,76,87,0.18495000000000003,rain,89.89,28.755000000000003,48.465,122.0,W60,W60,360,2027-09-17 18:40:00,Olivia
27.43718857770742/-82.49526276632398,78,76,87,0.2025,rain,89.82,25.515,46.17000000000001,120.0,E50,E50,150,2027-09-17 18:40:00,Olivia
27.52844207484047/-82.73131060040626,79,77,88,0.17415000000000003,rain,89.97,32.13,50.760000000000005,124.0,W70,W70,370,2027-09-17 18:40:00,Olivia
27.42497082223545/-82.53885956314242,78,75,87,0.20655,rain,89.81,24.84,45.765,120.0,E20,E20,120,2027-09-17 18:40:00,Olivia
27.51631940991088/-82.32950123468633,79,77,87,0.1701,rain,89.75,31.860000000000003,49.815000000000005,124.0,N40,N40,540,2027-09-17 18:40:00,Olivia
27.46814086298033/-82.70183801706406,79,76,87,0.18495000000000003,rain,89.88,28.62,48.33,122.0,W90,W90,399,2027-09-17 18:40:00,Olivia
27.34076849562474/-82.154246879885,78,76,88,0.12555,rain,87.71,24.165,44.82000000000001,128.0,N60,N60,560,2027-09-17 18:40:00,Olivia
27.57521237910287/-82.58438613832386,80,77,88,0.17145000000000002,rain,89.99,33.21,51.435,125.0,N10,N10,510,2027-09-17 18:40:00,Olivia
27.4920066298147/-82.50196786939364,78,76,87,0.19305,rain,89.84,27.0,47.25,121.0,E40,E40,140,2027-09-17 18:40:00,Olivia
27.40958230929196/-82.56607332708364,78,75,87,0.17820000000000003,rain,89.81,24.84,46.17000000000001,120.0,E30,E30,130,2027-09-17 18:40:00,Olivia
27.43756032249264/-82.56105489081881,78,75,87,0.1971,rain,89.81,24.975,46.035000000000004,120.0,W30,W30,330,2027-09-17 18:40:00,Olivia
27.45564167051887/-82.57125875181734,78,76,87,0.19575,rain,89.82,25.380000000000003,46.305,120.0,W20,W20,320,2027-09-17 18:40:00,Olivia
27.58244732780023/-82.47046351483293,79,77,88,0.18495000000000003,rain,89.92,33.885000000000005,50.625,125.0,N30,N30,530,2027-09-17 18:40:00,Olivia
27.42519527588937/-82.593902809873,78,75,87,0.1917,rain,89.81,25.110000000000003,46.035000000000004,120.0,W40,W40,340,2027-09-17 18:40:00,Olivia
27.4113915222411/-82.63641742330496,78,76,87,0.19305,rain,89.82,25.650000000000002,46.44,121.0,W95,W95,395,2027-09-17 18:40:00,Olivia
27.51337266681446/-82.7160042494716,79,77,87,0.17820000000000003,rain,89.94,31.05,49.95,124.0,W80,W80,380,2027-09-17 18:40:00,Olivia
27.44964845888914/-82.63872640241588,78,76,87,0.1917,rain,89.83,26.325000000000003,46.845000000000006,121.0,W50,W50,350,2027-09-17 18:40:00,Olivia
27.57521237910287/-82.52810297841918,79,77,88,0.1701,rain,89.95,32.535000000000004,51.03,125.0,N20,N20,520,2027-09-17 18:40:00,Olivia
27.41355422392606/-82.42773936740639,78,76,87,0.1971,rain,89.83,26.460000000000004,46.845000000000006,121.0,N80,N80,580,2027-09-17 18:40:00,Olivia
27.55013563136573/-82.17022585799779,79,77,88,0.10125,rain,91.05,25.92,43.065,120.0,N50,N50,550,2027-09-17 17:20:00,Olivia
27.52844207484047/-82.73131060040626,79,77,88,0.10935000000000002,rain,91.41,25.785000000000004,43.065,122.0,W70,W70,370,2027-09-17 17:20:00,Olivia
27.50413881751056/-82.64579861863763,79,76,87,0.13905,rain,91.88,23.355000000000004,40.635000000000005,121.0,W60,W60,360,2027-09-17 17:20:00,Olivia
27.45564167051887/-82.57125875181734,78,76,87,0.17145000000000002,rain,92.42,20.790000000000003,38.475,120.0,W20,W20,320,2027-09-17 17:20:00,Olivia
27.42519527588937/-82.593902809873,78,75,87,0.18090000000000003,rain,92.48,20.52,38.475,120.0,W40,W40,340,2027-09-17 17:20:00,Olivia
27.57521237910287/-82.52810297841918,79,77,88,0.10395,rain,91.28,26.055000000000003,43.33500000000001,121.0,N20,N20,520,2027-09-17 17:20:00,Olivia
27.48534636382016/-82.54659978322104,78,76,87,0.1593,rain,92.24,21.6,39.015,120.0,E10,E10,110,2027-09-17 17:20:00,Olivia
27.57521237910287/-82.58438613832386,79,77,88,0.0999,rain,91.25,26.460000000000004,43.875,122.0,N10,N10,510,2027-09-17 17:20:00,Olivia
27.51631940991088/-82.32950123468633,79,77,87,0.1188,rain,91.44,24.705000000000002,41.580000000000005,120.0,N40,N40,540,2027-09-17 17:20:00,Olivia
27.51337266681446/-82.7160042494716,79,77,87,0.1188,rain,91.56,24.975,42.255,121.0,W80,W80,380,2027-09-17 17:20:00,Olivia
27.34076849562474/-82.154246879885,78,76,88,0.1836,rain,90.37,23.355000000000004,44.010000000000005,128.0,N60,N60,560,2027-09-17 17:20:00,Olivia
27.58244732780023/-82.47046351483293,79,77,88,0.10125,rain,91.18,26.19,43.470000000000006,121.0,N30,N30,530,2027-09-17 17:20:00,Olivia
27.46814086298033/-82.70183801706406,79,76,87,0.14175000000000001,rain,91.91,23.22,40.5,121.0,W90,W90,399,2027-09-17 17:20:00,Olivia
27.42497082223545/-82.53885956314242,78,75,87,0.16875,rain,92.52,20.385,37.800000000000004,120.0,E20,E20,120,2027-09-17 17:20:00,Olivia
27.4920066298147/-82.50196786939364,78,76,87,0.15255000000000002,rain,92.13,22.005000000000003,39.285000000000004,120.0,E40,E40,140,2027-09-17 17:20:00,Olivia
27.40958230929196/-82.56607332708364,78,75,87,0.1998,rain,92.54,20.25,38.88,120.0,E30,E30,130,2027-09-17 17:20:00,Olivia
27.4113915222411/-82.63641742330496,78,76,87,0.17145000000000002,rain,92.38,20.925,38.61000000000001,120.0,W95,W95,395,2027-09-17 17:20:00,Olivia
27.48566734980852/-82.57935903047095,78,76,87,0.1593,rain,92.22,21.735000000000003,39.150000000000006,120.0,W10,W10,310,2027-09-17 17:20:00,Olivia
